"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
actual,1,2,5.129783523135324e-05,3.964085386399223e-05
harder,1,1,5.129783523135324e-05,1.9820426931996114e-05
nbme,1,1,5.129783523135324e-05,1.9820426931996114e-05
sickness,1,1,5.129783523135324e-05,1.9820426931996114e-05
87077,1,1,5.129783523135324e-05,1.9820426931996114e-05
villa,1,1,5.129783523135324e-05,1.9820426931996114e-05
sathya,1,2,5.129783523135324e-05,3.964085386399223e-05
gam,1,1,5.129783523135324e-05,1.9820426931996114e-05
smash,1,1,5.129783523135324e-05,1.9820426931996114e-05
religiously,1,1,5.129783523135324e-05,1.9820426931996114e-05
feb.,1,1,5.129783523135324e-05,1.9820426931996114e-05
tip,1,2,5.129783523135324e-05,3.964085386399223e-05
dealing,1,2,5.129783523135324e-05,3.964085386399223e-05
muhommad,1,1,5.129783523135324e-05,1.9820426931996114e-05
fiting,1,1,5.129783523135324e-05,1.9820426931996114e-05
mj,1,1,5.129783523135324e-05,1.9820426931996114e-05
unconvinced,1,1,5.129783523135324e-05,1.9820426931996114e-05
elaborate,1,1,5.129783523135324e-05,1.9820426931996114e-05
willpower,1,1,5.129783523135324e-05,1.9820426931996114e-05
absence,1,1,5.129783523135324e-05,1.9820426931996114e-05
answerin,1,1,5.129783523135324e-05,1.9820426931996114e-05
reasonable,1,2,5.129783523135324e-05,3.964085386399223e-05
»,1,1,5.129783523135324e-05,1.9820426931996114e-05
evey,1,1,5.129783523135324e-05,1.9820426931996114e-05
mnth,1,1,5.129783523135324e-05,1.9820426931996114e-05
prin,1,1,5.129783523135324e-05,1.9820426931996114e-05
…thanks,1,1,5.129783523135324e-05,1.9820426931996114e-05
gsoh,1,1,5.129783523135324e-05,1.9820426931996114e-05
spam,1,1,5.129783523135324e-05,1.9820426931996114e-05
gigolo,1,1,5.129783523135324e-05,1.9820426931996114e-05
oncall,1,1,5.129783523135324e-05,1.9820426931996114e-05
mjzgroup,1,1,5.129783523135324e-05,1.9820426931996114e-05
08714342399.2stop,1,1,5.129783523135324e-05,1.9820426931996114e-05
£1.50rcvd,1,1,5.129783523135324e-05,1.9820426931996114e-05
ashwini,1,1,5.129783523135324e-05,1.9820426931996114e-05
tomorrow/today,1,1,5.129783523135324e-05,1.9820426931996114e-05
ukp,1,1,5.129783523135324e-05,1.9820426931996114e-05
2000,1,1,5.129783523135324e-05,1.9820426931996114e-05
thet,1,1,5.129783523135324e-05,1.9820426931996114e-05
skinny,1,1,5.129783523135324e-05,1.9820426931996114e-05
casting,1,1,5.129783523135324e-05,1.9820426931996114e-05
election,1,2,5.129783523135324e-05,3.964085386399223e-05
hlday,1,1,5.129783523135324e-05,1.9820426931996114e-05
camp,1,1,5.129783523135324e-05,1.9820426931996114e-05
amrca,1,1,5.129783523135324e-05,1.9820426931996114e-05
serena,1,1,5.129783523135324e-05,1.9820426931996114e-05
prescribed,1,1,5.129783523135324e-05,1.9820426931996114e-05
kappa,1,2,5.129783523135324e-05,3.964085386399223e-05
meatball,1,1,5.129783523135324e-05,1.9820426931996114e-05
approve,1,1,5.129783523135324e-05,1.9820426931996114e-05
panalam,1,1,5.129783523135324e-05,1.9820426931996114e-05
spjanuary,1,1,5.129783523135324e-05,1.9820426931996114e-05
fortune,1,1,5.129783523135324e-05,1.9820426931996114e-05
allday,1,1,5.129783523135324e-05,1.9820426931996114e-05
piss,1,2,5.129783523135324e-05,3.964085386399223e-05
perf,1,1,5.129783523135324e-05,1.9820426931996114e-05
outsider,1,1,5.129783523135324e-05,1.9820426931996114e-05
receipts—well,1,1,5.129783523135324e-05,1.9820426931996114e-05
familiar,1,1,5.129783523135324e-05,1.9820426931996114e-05
depression,1,1,5.129783523135324e-05,1.9820426931996114e-05
infact,1,1,5.129783523135324e-05,1.9820426931996114e-05
simpson,1,1,5.129783523135324e-05,1.9820426931996114e-05
band,1,1,5.129783523135324e-05,1.9820426931996114e-05
a-green,1,1,5.129783523135324e-05,1.9820426931996114e-05
b-blue,1,1,5.129783523135324e-05,1.9820426931996114e-05
c-red,1,1,5.129783523135324e-05,1.9820426931996114e-05
cant,1,1,5.129783523135324e-05,1.9820426931996114e-05
isnt,1,1,5.129783523135324e-05,1.9820426931996114e-05
shite,1,1,5.129783523135324e-05,1.9820426931996114e-05
kip,1,1,5.129783523135324e-05,1.9820426931996114e-05
hont,1,1,5.129783523135324e-05,1.9820426931996114e-05
amanda,1,1,5.129783523135324e-05,1.9820426931996114e-05
renewing,1,1,5.129783523135324e-05,1.9820426931996114e-05
upgrading,1,1,5.129783523135324e-05,1.9820426931996114e-05
subject,1,1,5.129783523135324e-05,1.9820426931996114e-05
perspective,1,1,5.129783523135324e-05,1.9820426931996114e-05
conveying,1,1,5.129783523135324e-05,1.9820426931996114e-05
debating,1,1,5.129783523135324e-05,1.9820426931996114e-05
//www.wtlp.co.uk/text,1,1,5.129783523135324e-05,1.9820426931996114e-05
guessing,1,2,5.129783523135324e-05,3.964085386399223e-05
jb,1,1,5.129783523135324e-05,1.9820426931996114e-05
florida,1,1,5.129783523135324e-05,1.9820426931996114e-05
hidden,1,1,5.129783523135324e-05,1.9820426931996114e-05
royal,1,2,5.129783523135324e-05,3.964085386399223e-05
tog,1,3,5.129783523135324e-05,5.946128079598835e-05
swhrt,1,1,5.129783523135324e-05,1.9820426931996114e-05
2day.love,1,1,5.129783523135324e-05,1.9820426931996114e-05
miss.take,1,1,5.129783523135324e-05,1.9820426931996114e-05
0906346330.,1,1,5.129783523135324e-05,1.9820426931996114e-05
po19,1,1,5.129783523135324e-05,1.9820426931996114e-05
2ez,1,1,5.129783523135324e-05,1.9820426931996114e-05
general,1,1,5.129783523135324e-05,1.9820426931996114e-05
/oz,1,1,5.129783523135324e-05,1.9820426931996114e-05
if/when/how,1,1,5.129783523135324e-05,1.9820426931996114e-05
value-morning,1,1,5.129783523135324e-05,1.9820426931996114e-05
today.good,1,1,5.129783523135324e-05,1.9820426931996114e-05
jetton,1,1,5.129783523135324e-05,1.9820426931996114e-05
friend-of-a-friend,1,1,5.129783523135324e-05,1.9820426931996114e-05
cmon,1,1,5.129783523135324e-05,1.9820426931996114e-05
sticky,1,2,5.129783523135324e-05,3.964085386399223e-05
lunsford,1,1,5.129783523135324e-05,1.9820426931996114e-05
enjoying,1,1,5.129783523135324e-05,1.9820426931996114e-05
0796xxxxxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
prizeawaiting,1,1,5.129783523135324e-05,1.9820426931996114e-05
kfc,1,1,5.129783523135324e-05,1.9820426931996114e-05
gravy,1,1,5.129783523135324e-05,1.9820426931996114e-05
message.pandy,1,1,5.129783523135324e-05,1.9820426931996114e-05
attended,1,1,5.129783523135324e-05,1.9820426931996114e-05
mw,1,1,5.129783523135324e-05,1.9820426931996114e-05
tuth,1,1,5.129783523135324e-05,1.9820426931996114e-05
eviction,1,1,5.129783523135324e-05,1.9820426931996114e-05
spiral,1,1,5.129783523135324e-05,1.9820426931996114e-05
michael,1,1,5.129783523135324e-05,1.9820426931996114e-05
riddance,1,1,5.129783523135324e-05,1.9820426931996114e-05
suffers,1,1,5.129783523135324e-05,1.9820426931996114e-05
raglan,1,1,5.129783523135324e-05,1.9820426931996114e-05
edward,1,2,5.129783523135324e-05,3.964085386399223e-05
cricket,1,1,5.129783523135324e-05,1.9820426931996114e-05
closeby,1,1,5.129783523135324e-05,1.9820426931996114e-05
skye,1,1,5.129783523135324e-05,1.9820426931996114e-05
bookedthe,1,1,5.129783523135324e-05,1.9820426931996114e-05
hut,1,1,5.129783523135324e-05,1.9820426931996114e-05
drastic,1,1,5.129783523135324e-05,1.9820426931996114e-05
indicate,2,1,0.00010259567046270647,1.9820426931996114e-05
garment,1,1,5.129783523135324e-05,1.9820426931996114e-05
sez,1,1,5.129783523135324e-05,1.9820426931996114e-05
arab,1,1,5.129783523135324e-05,1.9820426931996114e-05
evry1,1,1,5.129783523135324e-05,1.9820426931996114e-05
eshxxxxxxxxxxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
bimbo,1,1,5.129783523135324e-05,1.9820426931996114e-05
ugo,1,1,5.129783523135324e-05,1.9820426931996114e-05
2-4-1,1,1,5.129783523135324e-05,1.9820426931996114e-05
3lions,1,1,5.129783523135324e-05,1.9820426931996114e-05
portege,1,1,5.129783523135324e-05,1.9820426931996114e-05
m100,1,1,5.129783523135324e-05,1.9820426931996114e-05
semiobscure,1,1,5.129783523135324e-05,1.9820426931996114e-05
gprs,1,1,5.129783523135324e-05,1.9820426931996114e-05
repeat,1,2,5.129783523135324e-05,3.964085386399223e-05
loosu,1,1,5.129783523135324e-05,1.9820426931996114e-05
careless,1,1,5.129783523135324e-05,1.9820426931996114e-05
freaking,1,1,5.129783523135324e-05,1.9820426931996114e-05
myspace,1,1,5.129783523135324e-05,1.9820426931996114e-05
logged,1,1,5.129783523135324e-05,1.9820426931996114e-05
method,1,1,5.129783523135324e-05,1.9820426931996114e-05
calculation,1,2,5.129783523135324e-05,3.964085386399223e-05
blur,1,2,5.129783523135324e-05,3.964085386399223e-05
clothes,1,2,5.129783523135324e-05,3.964085386399223e-05
jewelry,1,1,5.129783523135324e-05,1.9820426931996114e-05
breaker,1,1,5.129783523135324e-05,1.9820426931996114e-05
deluxe,1,1,5.129783523135324e-05,1.9820426931996114e-05
feature,1,1,5.129783523135324e-05,1.9820426931996114e-05
graphic,1,1,5.129783523135324e-05,1.9820426931996114e-05
£5,1,1,5.129783523135324e-05,1.9820426931996114e-05
bbdeluxe,1,1,5.129783523135324e-05,1.9820426931996114e-05
lush,1,2,5.129783523135324e-05,3.964085386399223e-05
fumbling,1,1,5.129783523135324e-05,1.9820426931996114e-05
2find,2,1,0.00010259567046270647,1.9820426931996114e-05
taunton,1,4,5.129783523135324e-05,7.928170772798445e-05
weekday,1,1,5.129783523135324e-05,1.9820426931996114e-05
haiz,1,3,5.129783523135324e-05,5.946128079598835e-05
nail,1,1,5.129783523135324e-05,1.9820426931996114e-05
common,1,5,5.129783523135324e-05,9.910213465998058e-05
asia,1,1,5.129783523135324e-05,1.9820426931996114e-05
greatest,1,2,5.129783523135324e-05,3.964085386399223e-05
courage,1,2,5.129783523135324e-05,3.964085386399223e-05
defeat,1,2,5.129783523135324e-05,3.964085386399223e-05
stil,1,1,5.129783523135324e-05,1.9820426931996114e-05
fucked,1,2,5.129783523135324e-05,3.964085386399223e-05
tobed,1,1,5.129783523135324e-05,1.9820426931996114e-05
natalja,2,1,0.00010259567046270647,1.9820426931996114e-05
25/f,2,1,0.00010259567046270647,1.9820426931996114e-05
yes-440,2,1,0.00010259567046270647,1.9820426931996114e-05
no-440,2,1,0.00010259567046270647,1.9820426931996114e-05
www.sms.ac/u/nat27081980,2,1,0.00010259567046270647,1.9820426931996114e-05
asthma,1,1,5.129783523135324e-05,1.9820426931996114e-05
attack,1,1,5.129783523135324e-05,1.9820426931996114e-05
moving,1,2,5.129783523135324e-05,3.964085386399223e-05
lot.will,1,1,5.129783523135324e-05,1.9820426931996114e-05
spin,1,1,5.129783523135324e-05,1.9820426931996114e-05
haiyoh,1,1,5.129783523135324e-05,1.9820426931996114e-05
prsn,1,1,5.129783523135324e-05,1.9820426931996114e-05
sunlight,1,2,5.129783523135324e-05,3.964085386399223e-05
loss,1,4,5.129783523135324e-05,7.928170772798445e-05
audiitions,1,1,5.129783523135324e-05,1.9820426931996114e-05
relocate,1,1,5.129783523135324e-05,1.9820426931996114e-05
pocked,1,1,5.129783523135324e-05,1.9820426931996114e-05
motivating,1,1,5.129783523135324e-05,1.9820426931996114e-05
sharing,1,1,5.129783523135324e-05,1.9820426931996114e-05
brison,1,1,5.129783523135324e-05,1.9820426931996114e-05
spelled,1,1,5.129783523135324e-05,1.9820426931996114e-05
cap,1,1,5.129783523135324e-05,1.9820426931996114e-05
bullshit,1,1,5.129783523135324e-05,1.9820426931996114e-05
g.w.r,1,1,5.129783523135324e-05,1.9820426931996114e-05
motherfucker,1,1,5.129783523135324e-05,1.9820426931996114e-05
kit,1,1,5.129783523135324e-05,1.9820426931996114e-05
ig11,1,1,5.129783523135324e-05,1.9820426931996114e-05
oja,1,1,5.129783523135324e-05,1.9820426931996114e-05
thesmszone.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
anonymous,1,1,5.129783523135324e-05,1.9820426931996114e-05
masked,1,1,5.129783523135324e-05,1.9820426931996114e-05
abuse,1,1,5.129783523135324e-05,1.9820426931996114e-05
woodland,1,1,5.129783523135324e-05,1.9820426931996114e-05
avenue,1,1,5.129783523135324e-05,1.9820426931996114e-05
parish,1,1,5.129783523135324e-05,1.9820426931996114e-05
magazine,1,1,5.129783523135324e-05,1.9820426931996114e-05
billy,1,1,5.129783523135324e-05,1.9820426931996114e-05
jogging,1,2,5.129783523135324e-05,3.964085386399223e-05
awww,1,1,5.129783523135324e-05,1.9820426931996114e-05
useless,1,1,5.129783523135324e-05,1.9820426931996114e-05
loo,1,1,5.129783523135324e-05,1.9820426931996114e-05
hello-ed,1,1,5.129783523135324e-05,1.9820426931996114e-05
swollen,1,1,5.129783523135324e-05,1.9820426931996114e-05
gland,1,1,5.129783523135324e-05,1.9820426931996114e-05
previous,2,2,0.00010259567046270647,3.964085386399223e-05
captain,1,3,5.129783523135324e-05,5.946128079598835e-05
bcaz,1,1,5.129783523135324e-05,1.9820426931996114e-05
stu,1,1,5.129783523135324e-05,1.9820426931996114e-05
2.im,1,1,5.129783523135324e-05,1.9820426931996114e-05
truble,1,1,5.129783523135324e-05,1.9820426931996114e-05
evone,1,1,5.129783523135324e-05,1.9820426931996114e-05
mokka,1,2,5.129783523135324e-05,3.964085386399223e-05
view,1,1,5.129783523135324e-05,1.9820426931996114e-05
dual,1,1,5.129783523135324e-05,1.9820426931996114e-05
hostile,1,1,5.129783523135324e-05,1.9820426931996114e-05
haircut,1,1,5.129783523135324e-05,1.9820426931996114e-05
breezy,1,1,5.129783523135324e-05,1.9820426931996114e-05
polyh,2,1,0.00010259567046270647,1.9820426931996114e-05
1apple/day=no,1,1,5.129783523135324e-05,1.9820426931996114e-05
1tulsi,1,1,5.129783523135324e-05,1.9820426931996114e-05
leaf/day=no,1,1,5.129783523135324e-05,1.9820426931996114e-05
1lemon/day=no,1,1,5.129783523135324e-05,1.9820426931996114e-05
1cup,1,1,5.129783523135324e-05,1.9820426931996114e-05
milk/day=no,1,1,5.129783523135324e-05,1.9820426931996114e-05
bone,1,2,5.129783523135324e-05,3.964085386399223e-05
problms,1,1,5.129783523135324e-05,1.9820426931996114e-05
litre,1,1,5.129783523135324e-05,1.9820426931996114e-05
watr/day=no,1,1,5.129783523135324e-05,1.9820426931996114e-05
disease,1,1,5.129783523135324e-05,1.9820426931996114e-05
snd,1,1,5.129783523135324e-05,1.9820426931996114e-05
lavender,1,1,5.129783523135324e-05,1.9820426931996114e-05
manky,1,1,5.129783523135324e-05,1.9820426931996114e-05
scouse,1,1,5.129783523135324e-05,1.9820426931996114e-05
steve,1,2,5.129783523135324e-05,3.964085386399223e-05
travelling,1,1,5.129783523135324e-05,1.9820426931996114e-05
home.wot,1,1,5.129783523135324e-05,1.9820426931996114e-05
inmind,1,1,5.129783523135324e-05,1.9820426931996114e-05
recreation,1,1,5.129783523135324e-05,1.9820426931996114e-05
epsilon,1,2,5.129783523135324e-05,3.964085386399223e-05
mesages,1,2,5.129783523135324e-05,3.964085386399223e-05
y.,1,2,5.129783523135324e-05,3.964085386399223e-05
judgemental,1,1,5.129783523135324e-05,1.9820426931996114e-05
waheeda,1,1,5.129783523135324e-05,1.9820426931996114e-05
half-8th,1,1,5.129783523135324e-05,1.9820426931996114e-05
bot,1,1,5.129783523135324e-05,1.9820426931996114e-05
eventually,1,1,5.129783523135324e-05,1.9820426931996114e-05
tolerance,1,1,5.129783523135324e-05,1.9820426931996114e-05
0789xxxxxxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
hellogorgeous,1,1,5.129783523135324e-05,1.9820426931996114e-05
lst,1,2,5.129783523135324e-05,3.964085386399223e-05
nitw,1,1,5.129783523135324e-05,1.9820426931996114e-05
texd,1,1,5.129783523135324e-05,1.9820426931996114e-05
hopeu,1,1,5.129783523135324e-05,1.9820426931996114e-05
4ward,1,1,5.129783523135324e-05,1.9820426931996114e-05
c-in,1,1,5.129783523135324e-05,1.9820426931996114e-05
jaz,1,1,5.129783523135324e-05,1.9820426931996114e-05
exorcism,1,1,5.129783523135324e-05,1.9820426931996114e-05
emily,1,1,5.129783523135324e-05,1.9820426931996114e-05
evry,1,1,5.129783523135324e-05,1.9820426931996114e-05
emotion,1,1,5.129783523135324e-05,1.9820426931996114e-05
d,1,3,5.129783523135324e-05,5.946128079598835e-05
words.evry,1,1,5.129783523135324e-05,1.9820426931996114e-05
prayrs,1,1,5.129783523135324e-05,1.9820426931996114e-05
u.othrwise,1,1,5.129783523135324e-05,1.9820426931996114e-05
u.so,1,1,5.129783523135324e-05,1.9820426931996114e-05
ujhhhhhhh,1,1,5.129783523135324e-05,1.9820426931996114e-05
sandiago,1,1,5.129783523135324e-05,1.9820426931996114e-05
parantella,1,1,5.129783523135324e-05,1.9820426931996114e-05
hugging,1,1,5.129783523135324e-05,1.9820426931996114e-05
sweater,1,1,5.129783523135324e-05,1.9820426931996114e-05
mango,1,1,5.129783523135324e-05,1.9820426931996114e-05
massive,1,2,5.129783523135324e-05,3.964085386399223e-05
involved,1,1,5.129783523135324e-05,1.9820426931996114e-05
£600,1,1,5.129783523135324e-05,1.9820426931996114e-05
landmark,1,1,5.129783523135324e-05,1.9820426931996114e-05
a.,1,1,5.129783523135324e-05,1.9820426931996114e-05
bob,1,1,5.129783523135324e-05,1.9820426931996114e-05
barry,1,1,5.129783523135324e-05,1.9820426931996114e-05
c.,1,1,5.129783523135324e-05,1.9820426931996114e-05
83738.,1,1,5.129783523135324e-05,1.9820426931996114e-05
absolutly,1,2,5.129783523135324e-05,3.964085386399223e-05
consent,1,1,5.129783523135324e-05,1.9820426931996114e-05
tonexs,1,1,5.129783523135324e-05,1.9820426931996114e-05
renewed,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.clubzed.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
billing,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.t-c.biz,2,1,0.00010259567046270647,1.9820426931996114e-05
polo,2,1,0.00010259567046270647,1.9820426931996114e-05
w1j,2,1,0.00010259567046270647,1.9820426931996114e-05
6hl,2,1,0.00010259567046270647,1.9820426931996114e-05
mathews,1,1,5.129783523135324e-05,1.9820426931996114e-05
tait,1,1,5.129783523135324e-05,1.9820426931996114e-05
anderson,1,1,5.129783523135324e-05,1.9820426931996114e-05
haunt,1,1,5.129783523135324e-05,1.9820426931996114e-05
promoting,1,1,5.129783523135324e-05,1.9820426931996114e-05
hex,1,1,5.129783523135324e-05,1.9820426931996114e-05
.by,1,1,5.129783523135324e-05,1.9820426931996114e-05
crowd,1,1,5.129783523135324e-05,1.9820426931996114e-05
snowboarding,1,1,5.129783523135324e-05,1.9820426931996114e-05
christmassy,1,1,5.129783523135324e-05,1.9820426931996114e-05
recpt,1,1,5.129783523135324e-05,1.9820426931996114e-05
1/3,1,1,5.129783523135324e-05,1.9820426931996114e-05
baaaaaaaabe,1,1,5.129783523135324e-05,1.9820426931996114e-05
ignoring,1,1,5.129783523135324e-05,1.9820426931996114e-05
-/,1,1,5.129783523135324e-05,1.9820426931996114e-05
shola,1,1,5.129783523135324e-05,1.9820426931996114e-05
academic,1,2,5.129783523135324e-05,3.964085386399223e-05
sagamu,1,1,5.129783523135324e-05,1.9820426931996114e-05
lautech,1,1,5.129783523135324e-05,1.9820426931996114e-05
vital,1,1,5.129783523135324e-05,1.9820426931996114e-05
completes,1,1,5.129783523135324e-05,1.9820426931996114e-05
education,1,1,5.129783523135324e-05,1.9820426931996114e-05
zealand,1,1,5.129783523135324e-05,1.9820426931996114e-05
qet,1,1,5.129783523135324e-05,1.9820426931996114e-05
browser,1,1,5.129783523135324e-05,1.9820426931996114e-05
surf,1,1,5.129783523135324e-05,1.9820426931996114e-05
g.b,1,1,5.129783523135324e-05,1.9820426931996114e-05
well.you,1,1,5.129783523135324e-05,1.9820426931996114e-05
life.you,1,1,5.129783523135324e-05,1.9820426931996114e-05
convinced,1,2,5.129783523135324e-05,3.964085386399223e-05
that.i,1,1,5.129783523135324e-05,1.9820426931996114e-05
conversation,1,1,5.129783523135324e-05,1.9820426931996114e-05
us.get,1,1,5.129783523135324e-05,1.9820426931996114e-05
time.your,1,1,5.129783523135324e-05,1.9820426931996114e-05
senses.respect,1,1,5.129783523135324e-05,1.9820426931996114e-05
overemphasise.or,1,1,5.129783523135324e-05,1.9820426931996114e-05
headset,1,1,5.129783523135324e-05,1.9820426931996114e-05
adp,1,1,5.129783523135324e-05,1.9820426931996114e-05
internal,1,1,5.129783523135324e-05,1.9820426931996114e-05
extract,1,1,5.129783523135324e-05,1.9820426931996114e-05
god.you,1,1,5.129783523135324e-05,1.9820426931996114e-05
immed,1,1,5.129783523135324e-05,1.9820426931996114e-05
skint,1,1,5.129783523135324e-05,1.9820426931996114e-05
fancied,1,1,5.129783523135324e-05,1.9820426931996114e-05
bevies.waz,1,1,5.129783523135324e-05,1.9820426931996114e-05
othrs,1,1,5.129783523135324e-05,1.9820426931996114e-05
watchng,1,1,5.129783523135324e-05,1.9820426931996114e-05
planet,1,1,5.129783523135324e-05,1.9820426931996114e-05
comfey,1,1,5.129783523135324e-05,1.9820426931996114e-05
quitting,1,1,5.129783523135324e-05,1.9820426931996114e-05
least5times,1,1,5.129783523135324e-05,1.9820426931996114e-05
coast,1,2,5.129783523135324e-05,3.964085386399223e-05
i'ma,1,1,5.129783523135324e-05,1.9820426931996114e-05
frequently,1,1,5.129783523135324e-05,1.9820426931996114e-05
message.it,1,1,5.129783523135324e-05,1.9820426931996114e-05
cupboard,1,1,5.129783523135324e-05,1.9820426931996114e-05
route,1,1,5.129783523135324e-05,1.9820426931996114e-05
2mro,1,1,5.129783523135324e-05,1.9820426931996114e-05
floppy,1,1,5.129783523135324e-05,1.9820426931996114e-05
snappy,1,1,5.129783523135324e-05,1.9820426931996114e-05
grasp,1,1,5.129783523135324e-05,1.9820426931996114e-05
flavour,1,1,5.129783523135324e-05,1.9820426931996114e-05
laready,1,1,5.129783523135324e-05,1.9820426931996114e-05
denying,1,1,5.129783523135324e-05,1.9820426931996114e-05
dom,1,1,5.129783523135324e-05,1.9820426931996114e-05
ffffuuuuuuu,1,1,5.129783523135324e-05,1.9820426931996114e-05
julianaland,1,1,5.129783523135324e-05,1.9820426931996114e-05
oblivious,1,1,5.129783523135324e-05,1.9820426931996114e-05
dehydrated,1,1,5.129783523135324e-05,1.9820426931996114e-05
mapquest,1,1,5.129783523135324e-05,1.9820426931996114e-05
dogwood,1,1,5.129783523135324e-05,1.9820426931996114e-05
tiny,1,1,5.129783523135324e-05,1.9820426931996114e-05
parking,1,3,5.129783523135324e-05,5.946128079598835e-05
suppose,1,2,5.129783523135324e-05,3.964085386399223e-05
archive,1,1,5.129783523135324e-05,1.9820426931996114e-05
uk-mobile-date,1,1,5.129783523135324e-05,1.9820426931996114e-05
08719839835.,1,1,5.129783523135324e-05,1.9820426931996114e-05
mg,1,1,5.129783523135324e-05,1.9820426931996114e-05
behalf,1,1,5.129783523135324e-05,1.9820426931996114e-05
stunning,1,1,5.129783523135324e-05,1.9820426931996114e-05
visa,1,1,5.129783523135324e-05,1.9820426931996114e-05
gucci,1,1,5.129783523135324e-05,1.9820426931996114e-05
babe.sozi,1,1,5.129783523135324e-05,1.9820426931996114e-05
culdnt,1,1,5.129783523135324e-05,1.9820426931996114e-05
talkbut,1,1,5.129783523135324e-05,1.9820426931996114e-05
wannatell,1,1,5.129783523135324e-05,1.9820426931996114e-05
wenwecan,1,1,5.129783523135324e-05,1.9820426931996114e-05
smsing,1,1,5.129783523135324e-05,1.9820426931996114e-05
efficient,1,1,5.129783523135324e-05,1.9820426931996114e-05
explicit,2,1,0.00010259567046270647,1.9820426931996114e-05
20p/min,2,1,0.00010259567046270647,1.9820426931996114e-05
5.15pm,1,1,5.129783523135324e-05,1.9820426931996114e-05
erutupalam,1,1,5.129783523135324e-05,1.9820426931996114e-05
thandiyachu,1,1,5.129783523135324e-05,1.9820426931996114e-05
invention,1,1,5.129783523135324e-05,1.9820426931996114e-05
joking.,1,1,5.129783523135324e-05,1.9820426931996114e-05
lyric,1,1,5.129783523135324e-05,1.9820426931996114e-05
nevr,1,1,5.129783523135324e-05,1.9820426931996114e-05
unrecognized,1,1,5.129783523135324e-05,1.9820426931996114e-05
somone,1,1,5.129783523135324e-05,1.9820426931996114e-05
valuing,1,1,5.129783523135324e-05,1.9820426931996114e-05
definitly,1,1,5.129783523135324e-05,1.9820426931996114e-05
undrstnd,1,1,5.129783523135324e-05,1.9820426931996114e-05
ger,1,1,5.129783523135324e-05,1.9820426931996114e-05
toking,1,1,5.129783523135324e-05,1.9820426931996114e-05
syd,1,1,5.129783523135324e-05,1.9820426931996114e-05
khelate,1,1,5.129783523135324e-05,1.9820426931996114e-05
kintu,1,1,5.129783523135324e-05,1.9820426931996114e-05
opponenter,1,1,5.129783523135324e-05,1.9820426931996114e-05
dhorte,1,1,5.129783523135324e-05,1.9820426931996114e-05
lage,1,1,5.129783523135324e-05,1.9820426931996114e-05
fried,1,1,5.129783523135324e-05,1.9820426931996114e-05
looovvve,1,1,5.129783523135324e-05,1.9820426931996114e-05
warwick,1,1,5.129783523135324e-05,1.9820426931996114e-05
tmw,1,1,5.129783523135324e-05,1.9820426931996114e-05
canceled,1,1,5.129783523135324e-05,1.9820426931996114e-05
sometime,1,3,5.129783523135324e-05,5.946128079598835e-05
parade,1,1,5.129783523135324e-05,1.9820426931996114e-05
+£400,1,1,5.129783523135324e-05,1.9820426931996114e-05
proze,1,1,5.129783523135324e-05,1.9820426931996114e-05
norcorp,1,1,5.129783523135324e-05,1.9820426931996114e-05
"ltd.£1,50/mtmsgrcvd18+",1,1,5.129783523135324e-05,1.9820426931996114e-05
posting,1,1,5.129783523135324e-05,1.9820426931996114e-05
7cfca1a,1,1,5.129783523135324e-05,1.9820426931996114e-05
grumble,1,1,5.129783523135324e-05,1.9820426931996114e-05
linear,1,1,5.129783523135324e-05,1.9820426931996114e-05
algebra,1,1,5.129783523135324e-05,1.9820426931996114e-05
decorating,1,1,5.129783523135324e-05,1.9820426931996114e-05
wining,1,1,5.129783523135324e-05,1.9820426931996114e-05
roomate,1,1,5.129783523135324e-05,1.9820426931996114e-05
graduated,1,1,5.129783523135324e-05,1.9820426931996114e-05
adjustable,1,1,5.129783523135324e-05,1.9820426931996114e-05
cooperative,1,1,5.129783523135324e-05,1.9820426931996114e-05
allows,1,1,5.129783523135324e-05,1.9820426931996114e-05
nottingham,1,1,5.129783523135324e-05,1.9820426931996114e-05
63miles,1,1,5.129783523135324e-05,1.9820426931996114e-05
40mph,1,1,5.129783523135324e-05,1.9820426931996114e-05
clearly,1,2,5.129783523135324e-05,3.964085386399223e-05
thanku,1,1,5.129783523135324e-05,1.9820426931996114e-05
guessed,1,1,5.129783523135324e-05,1.9820426931996114e-05
string,1,1,5.129783523135324e-05,1.9820426931996114e-05
£1.50ea,1,1,5.129783523135324e-05,1.9820426931996114e-05
otbox,1,1,5.129783523135324e-05,1.9820426931996114e-05
la1,1,1,5.129783523135324e-05,1.9820426931996114e-05
7ws,1,1,5.129783523135324e-05,1.9820426931996114e-05
gain,1,2,5.129783523135324e-05,3.964085386399223e-05
beside,1,1,5.129783523135324e-05,1.9820426931996114e-05
brisk,1,1,5.129783523135324e-05,1.9820426931996114e-05
sexiest,1,1,5.129783523135324e-05,1.9820426931996114e-05
